"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2023",8111.181,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2023",91170.584,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2022",97918.963,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2022",8511.95,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2022",89407.012,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2021",91187.695,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2021",8616.555,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2021",82571.14,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2020",86874.675,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2020",8058.442,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2020",78816.233,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2019",94129.066,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2019",8321.857,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2019",85807.209,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2018",92076.304,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2018",8303.605,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2018",83772.699,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2017",90503.629,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2017",8280.679,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2017",82222.949,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2016",90212.798,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2016",8792.332,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2016",81420.465,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2015",91961.93,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2015",8490.777,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2015",83471.153,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2014",91977.782,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2014",8447.824,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2014",83529.958,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2013",90770.602,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2013",8973.027,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2013",81797.575,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2012",89317.315,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2012",8617.929,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2012",80699.386,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2011",90931.209,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2011",14000.755,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2011",76930.454,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2009",89786.445,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2009",15109.083,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2009",74677.362,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2008",89200.229,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2008",15377.808,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2008",73822.421,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2007",86726.175,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2007",15668.961,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2007",71057.214,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2006",85281.316,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2006",16201.422,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2006",69079.894,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2005",83330.243,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2005",16668.834,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2005",66661.409,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2004",81288.843,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2004",16677.459,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2004",64611.384,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2003",76955.937,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2003",15430.384,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2003",61525.553,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2002",75787.338,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2002",15077.277,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2002",60710.061,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2001",73088.65,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2001",14453.657,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2001",58634.993,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1999",66711.062,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1999",13358.159,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1999",53352.903,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1998",65417.263,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1998",12769.467,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1998",52647.796,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1997",64520.177,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1997",13044.275,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1997",51475.902,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1996",63192.591,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1996",12876.072,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1996",50316.519,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1995",63812.475,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1995",13695.382,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1995",50117.093,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1993",66570,,,,"Data reference period: September | Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1993",18254,,,,"Data reference period: September | Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1993",48316,,,,"Data reference period: September | Geographical coverage: Total national, excluding some areas | Age coverage - minimum age: 10 years old"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1992",61896.136,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1992",16428.281,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1992",45467.855,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1990",56859.895,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","1990",12513.751,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","1990",44346.144,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2019",124.956,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2019",4.608,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2019",120.348,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2018",128.114,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2018",5.462,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2018",122.652,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2017",129.774,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2017",5.472,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2017",124.302,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2016",132.954,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2016",5.85,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2016",127.105,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2015",128.175,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2015",6.851,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2015",121.324,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2014",124.725,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2014",3.375,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2014",121.35,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2013",126.125,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2013",3.4,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2013",122.725,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2012",125.225,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2012",3.475,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2012",121.75,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2011",128.375,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2011",4.2,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2011",124.175,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2010",126.825,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2010",3.6,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2010",123.225,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2009",128.525,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2009",3.775,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2009",124.75,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2008",132.15,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2008",3.675,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2008",128.475,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2007",133.05,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2007",4,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2007",129.05,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2006",130.875,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2006",4.725,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2006",126.15,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2005",133.45,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2005",3.175,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2005",130.275,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2004",132.025,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2004",4.5,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2004",127.525,,,,
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2003",129.5,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2003",5.9,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2003",123.6,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2002",128.6,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2002",5.2,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2002",123.4,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2001",130.9,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2001",5.5,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2001",125.4,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","2000",129,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Agriculture","2000",4.8,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Non-agriculture","2000",124.2,,,,"Population coverage: Excluding armed forces and/or conscripts"
"Barbados","LFS - Labour Force Survey","Employment by sex and economic activity (thousands)","Sex: Total","Economic activity (Broad sector): Total","1999",125.2,,,,"Population coverage: Excluding armed forces and/or conscripts"
