Series Name,"Time","Afghanistan","Albania","Algeria","American Samoa","Andorra","Angola","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas, The","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei Darussalam","Bulgaria","Burkina Faso","Burundi","Cabo Verde","Cambodia","Cameroon","Canada","Cayman Islands","Central African Republic","Chad","Channel Islands","Chile","China","Colombia","Comoros","Congo, Dem. Rep.","Congo, Rep.","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Curacao","Cyprus","Czechia","Denmark","Djibouti","Dominica","Dominican Republic","Ecuador","Egypt, Arab Rep.","El Salvador","Equatorial Guinea","Eritrea","Estonia","Eswatini","Ethiopia","Faroe Islands","Fiji","Finland","France","French Polynesia","Gabon","Gambia, The","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guam","Guatemala","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong SAR, China","Hungary","Iceland","India","Indonesia","Iran, Islamic Rep.","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jordan","Kazakhstan","Kenya","Kiribati","Korea, Dem. People's Rep.","Korea, Rep.","Kosovo","Kuwait","Kyrgyz Republic","Lao PDR","Latvia","Lebanon","Lesotho","Liberia","Libya","Liechtenstein","Lithuania","Luxembourg","Macao SAR, China","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Mauritania","Mauritius","Mexico","Micronesia, Fed. Sts.","Moldova","Monaco","Mongolia","Montenegro","Morocco","Mozambique","Myanmar","Namibia","Nauru","Nepal","Netherlands","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","North Macedonia","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Romania","Russian Federation","Rwanda","Samoa","San Marino","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Sint Maarten (Dutch part)","Slovak Republic","Slovenia","Solomon Islands","Somalia","South Africa","South Sudan","Spain","Sri Lanka","St. Kitts and Nevis","St. Lucia","St. Martin (French part)","St. Vincent and the Grenadines","Sudan","Suriname","Sweden","Switzerland","Syrian Arab Republic","Tajikistan","Tanzania","Thailand","Timor-Leste","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkiye","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela, RB","Viet Nam","Virgin Islands (U.S.)","West Bank and Gaza","Yemen, Rep.","Zambia","Zimbabwe"
"Population, total","1985","10512221","2964762","22132905","39663","43809","9970621","65048","30287112","3300896","64478","15788312","7564985","6670150","245935","434375","95959099","257911","9975000","9858308","163436","4419552","56898","484528","6385630","4383306","1138704","136783180","13202","222119","8960547","7979185","4948024","339874","7376090","9804254","25842116","21313","2553075","4967590","133450","12326396","1051040000","29326260","375650","30800051","2062555","2771463","9964075","4701417","10149044","152711","731664","10337118","5113691","400709","71596","6417798","9254311","50035843","4876757","378379","1899243","1528781","702400","40285965","45575","727461","4902206","56569195","187578","856482","855958","4662900","77684873","13651443","28674","9934300","53200","100576","124675","7884034","5531661","900088","772671","6245539","4387693","5456200","10648713","241405","780242084","165791694","47266160","15753856","3538082","64376","4233000","56593071","2292030","120837000","2751492","15413315","19452161","66708","19325487","40805744","1787432","1888975","3990300","3741604","2578873","3226750","1616697","2239724","3684313","26785","3544543","366706","287700","10297746","7625078","15108135","190383","8187651","336452","38962","1746265","1020528","74872006","87966","2847050","28807","1919744","605398","22335077","12680065","36881020","1093311","8313","17540571","14491632","154450","3247100","3763034","7187618","83585251","2001504","32041","4152516","1353289","97121552","13644","2197065","3447579","3535498","19746610","54812660","37201885","10023613","3377000","365868","22732999","143858000","6266752","166517","22241","106607","12890245","6520705","7504000","65244","3749419","2735957","19064","5161768","1941641","277158","6630637","33752964","4706975","38469512","16092338","42144","132751","15714","110906","19517196","387171","8350386","6470365","10540926","4660598","22569625","50594940","682109","3336508","97055","1199785","7476092","49175673","3246887","9577","8329","15038915","50917000","1379536","56550268","237924000","3024218","18063201","133119","17402304","59811313","100760","..","11036918","6686449","8690515"
"Population, total","1986","10448442","3022635","22882553","41221","45605","10332574","64712","30748326","3327182","64553","16018350","7569794","6770300","250804","450196","98271746","258370","10043000","9861823","167191","4551382","57382","499151","6521983","4413374","1179263","139643355","13656","229815","8958171","8207827","5041706","344271","7661317","10112712","26100278","22195","2583631","5118160","134808","12514502","1066790000","29960101","386068","31725132","2124863","2847849","10309440","4721446","10235480","152662","743446","10342227","5120534","424286","71215","6554325","9490096","51424313","4970788","397276","1949611","1540190","730150","41455309","46011","742658","4918154","56865193","192196","880340","888980","4704500","77720436","13971682","28506","9967213","53500","100893","127462","8104921","5671380","914122","768508","6375097","4515568","5524600","10630564","243180","797878993","169135273","48913237","16148221","3539690","64663","4299000","56596155","2315871","121482000","2879799","15721289","20160879","68266","19613038","41213674","1827149","1968093","4066500","3848390","2599892","3308010","1659793","2305860","3800110","27159","3578914","368355","299491","10588428","7909819","15558740","197225","8334588","342121","40527","1798009","1028360","76224365","90397","2875175","29171","1969912","607711","22824446","12909797","37572340","1127989","8527","17936926","14572278","157350","3246300","3852017","7408364","85804185","2012926","35459","4167354","1443446","100618523","13985","2246960","3522916","3636027","20208437","56109838","37456119","10032734","3409554","382328","22836841","144894000","6497804","166365","22390","108966","13483349","6710885","7536000","65652","3842917","2733373","20703","5193838","1965964","286527","6908579","34877834","4819667","38584624","16317995","41889","134810","18234","111388","19887452","392372","8369829","6504124","10907619","4798281","23324270","51542094","694250","3439370","97078","1216370","7675499","50223885","3336773","9986","8496","15486807","51097000","1468697","56681396","240133000","3041205","18560008","136488","17860872","61221107","100842","..","11465444","6890967","8983044"
"Population, total","1987","10322758","3083605","23586101","42842","47635","10694057","64353","31216453","3351364","64450","16263874","7574586","6875350","255618","466565","100490256","258654","10111000","9870234","170980","4688787","57849","514026","6661434","4440300","1220361","142466264","14117","237712","8971359","8434996","5157769","348718","7975597","10433905","26446601","23075","2615594","5300852","136264","12712784","1084035000","30603048","396887","32712574","2188654","2924595","10663498","4739745","10326910","151456","755021","10347318","5127024","452272","70808","6692720","9729376","52841319","5067200","414769","2000355","1552221","758669","42851957","46477","754778","4932123","57168409","196856","905016","923914","4743500","77839920","14310790","28272","10000595","54100","100599","130259","8332446","5820774","928408","763706","6508349","4645733","5580500","10612741","245859","815716125","172421390","50541490","16598019","3540057","65554","4369000","56601931","2336245","122069000","3014694","16072478","20882094","69946","19903893","41621690","1865129","2048477","4144600","3959697","2626583","3390870","1698939","2372449","3911939","27542","3616367","370750","311808","10890514","8295993","16033103","204256","8474329","344485","42122","1851092","1036082","77553504","92845","2904907","29500","2021502","608144","23279935","12964793","38233171","1165430","8759","18326204","14665037","160500","3274400","3941463","7636591","88044187","2023097","38923","4186905","1533351","104251093","14309","2297231","3600343","3739050","20671360","57415175","37668045","10030031","3441850","397391","22949430","145908000","6735829","166773","22437","111610","14089798","6909837","7558000","68499","3947865","2774789","22395","5222840","1989776","295836","7158004","36119333","4893809","38684815","16547139","41617","136780","20853","111770","20230532","396867","8397804","6545106","11281107","4946293","24099415","52479181","707762","3544927","97392","1231442","7874302","51250152","3430501","10400","8665","15974216","51293000","1575909","56802050","242289000","3058787","19077170","139956","18328655","62630787","100901","..","11915563","7095185","9277488"
"Population, total","1988","10383460","3142336","24243018","44532","49654","11060261","63982","31690792","3366838","64332","16532164","7585317","6974600","260452","483337","102688833","258762","10140000","9901664","174817","4831624","58347","529051","6804072","4463320","1261272","145253973","14593","245729","8981446","8663720","5271840","353233","8269780","10759573","26791747","23956","2657235","5483038","137765","12918389","1101630000","31256727","408070","33750052","2253336","3001461","11043193","4755207","10425433","149254","766412","10355276","5129516","482337","70397","6834207","9969788","54298446","5170440","431587","2051546","1561900","794434","44511537","46959","764370","4946481","57472651","201740","930464","960837","4790700","78144619","14671677","28000","10036983","54800","99877","133079","8566331","5977175","943080","758450","6644959","4778114","5627600","10596487","249740","833729681","175694647","52111868","16987346","3524949","66636","4442000","56629288","2354805","122578000","3157177","16430590","21626122","71680","20197464","42031247","1898987","2129153","4218400","4074961","2653434","3457148","1733733","2439639","4021565","27944","3655049","373450","324478","11206789","8754781","16524616","211160","8617474","347325","43687","1905847","1043239","78892015","94987","2931424","29802","2073771","607413","23720590","12956772","38868270","1207949","9022","18720745","14760094","163650","3283400","4033291","7872252","90351467","2031932","42381","4209488","1623433","107967838","14632","2347821","3679651","3844437","21143799","58755923","37824487","10019610","3473898","412142","23057662","146857000","6953975","167452","22542","114513","14713715","7113636","7572000","68755","4056215","2846108","24139","5250596","1995196","305132","7160461","37393853","4814879","38766939","16773736","41321","138660","23552","112076","20453819","402139","8436489","6593386","11657772","5100020","24844147","53410965","722690","3653420","97939","1244633","8068788","52275890","3525110","10816","8844","16489323","51521000","1683681","56928327","244499000","3077760","19600028","143528","18800770","64037514","100952","..","12387238","7294325","9568739"
"Population, total","1989","10673168","3227943","24889507","46288","51639","11439498","63636","32165766","3448186","64596","16814416","7619567","7076550","265493","500349","104893674","258759","10170000","9937697","178695","4979680","58841","544209","6949139","4481230","1301671","148003411","15091","253821","8876972","8895234","5373697","358150","8570928","11089222","27276781","24888","2724109","5670619","139228","13128619","1118650000","31923117","419584","34825891","2319177","3079001","11462943","4767260","10527187","146937","777592","10361068","5132594","521104","69975","6980033","10210185","55765843","5270825","448420","2102131","1568131","825952","46195954","47490","772704","4964371","57766282","206571","956509","999732","4803300","78751283","15052447","27688","10089498","55300","99224","135759","8805995","6136166","958239","752897","6784161","4913676","5686200","10481719","252852","852012673","178949174","53644736","17442590","3511009","67740","4518000","56671781","2373365","123069000","3310954","16249500","22387803","73436","20494965","42449038","1931017","2210013","4307500","4193532","2666955","3525502","1767091","2507600","4130042","28357","3684255","377100","337336","11536734","9174895","17020143","217937","8774122","350722","44988","1955040","1051260","80233749","96796","2952317","30078","2120825","606571","24148104","13087604","39489419","1288070","9306","19145077","14848907","166898","3299200","4129447","8116075","92744064","2039426","45859","4226901","1713838","111670386","14957","2398535","3764112","3951288","21624311","60127343","37961529","10005000","3505650","426896","23161458","147721000","7141974","167886","22803","117445","15353227","7321832","7581000","69167","4159163","2930901","25952","5275942","1996351","314560","7035378","38668684","4706626","38827764","16990575","40992","140457","26303","112320","20718709","408360","8492964","6646912","12034097","5264332","25522898","54324004","739735","3763657","98379","1256210","8256396","53305234","3621303","11227","9017","17028543","51773000","1791840","57076711","246819000","3097889","20102902","147181","19275292","65466361","101041","..","12872362","7491275","9846346"
"Population, total","1990","10694796","3286542","25518074","47818","53569","11828638","63328","32637657","3556539","65712","17065128","7677850","7175200","270679","517418","107147651","258868","10189348","9967379","182589","5133419","59326","558442","7096194","4494310","1341474","150706446","15617","261928","8718289","9131361","5483793","364563","8910808","11430520","27691138","26027","2809221","5827069","140601","13342868","1135185000","32601393","431119","35987541","2385435","3158253","11910540","4777368","10626680","145400","788500","10333355","5140939","577173","69481","7129004","10449837","57214630","5367179","465549","2149960","1569174","854011","47878073","47479","780430","4986431","58044701","211089","983028","1040616","4802000","79433029","15446982","27317","10196792","55600","99047","138263","9050115","6354145","973551","747116","6925331","5053234","5704500","10373988","254826","870452165","182159874","55793629","17658381","3513974","68865","4660000","56719240","2392030","123478000","3480587","16348000","23162269","75124","20799523","42869283","1964986","1674938","4391200","4314443","2663151","3593700","1798997","2209731","4236983","28765","3697838","381850","350227","11882762","9539665","17517054","224957","8945026","354170","46047","2006027","1058775","81720428","98603","2965978","30329","2161433","606372","24570814","13303459","40099553","1369011","9598","19616530","14951510","170899","3329800","4227820","8370648","95214257","2044174","48002","4241473","1804524","115414069","15293","2449968","3864972","4059195","22109099","61558898","38110782","9983218","3537000","441675","23201835","147969406","7319962","168186","23132","120343","16004763","7536001","7586000","69507","4325388","3047132","27845","5299187","1998161","324171","6999096","39877570","4750817","38867322","17204094","40636","142301","28127","112487","21090886","412756","8558835","6715519","12408996","5417860","26206012","55228410","758106","3875947","98727","1266518","8440023","54324142","3720278","11709","9182","17586630","51891400","1900151","57247586","249623000","3117012","20510000","150882","19750579","66912613","103963","1978248","13375121","7686401","10113893"
"Population, total","1991","10745167","3266790","26133905","48992","55434","12228691","63634","33105763","3617631","67864","17284036","7754891","7271300","276058","535415","109242834","259402","10194050","10004486","186462","5293046","59021","567710","7244891","4502386","1380584","153336445","16090","269860","8632367","9365064","5594828","372721","9259362","11777719","28037420","27340","2898052","6042428","141557","13561945","1150780000","33272628","442277","37194812","2452675","3239414","12369269","4689022","10713812","144403","799061","10308578","5154298","628521","69141","7278402","10686279","58611032","5461070","483142","2039220","1561314","889712","49937430","46810","784832","5013740","58557577","215444","1009995","1083536","4835900","80013896","15843471","26988","10319927","55500","99758","140739","9296814","6615734","993856","744096","7066055","5196887","5752000","10373400","257797","888941756","185361228","57990883","17846378","3534235","69770","4949000","56758521","2411867","123964000","3666379","16451711","23918235","76612","21115534","43295704","2001982","1339500","4463600","4437225","2650581","3666734","1829509","1939236","4341971","29168","3704134","387000","362390","12245260","9831584","18017464","232150","9123969","363845","47053","2066302","1070266","83351595","100427","2973210","30564","2200077","607105","24988083","13561175","40680533","1415617","9902","20130779","15069798","175362","3495100","4327289","8634640","97685360","2036686","48302","4261732","1895187","119203569","15640","2502044","3990995","4167996","22583006","63039751","38246193","9960235","3562110","456486","23001155","148394216","7485681","168701","23459","123084","16654276","7754289","7595636","70439","4378169","3135083","29820","5303294","1999429","333952","6732702","40910959","4867185","38966376","17416596","40542","144268","28736","112780","21453711","415981","8617375","6799978","12782281","5556306","26890906","56099865","772655","3990215","99010","1276224","8622853","55321172","3821782","12329","9354","18171935","52000500","2008383","57424897","252981000","3135374","20952000","154678","20226214","68358820","104807","2068845","13895851","7880466","10377815"
"Population, total","1992","12057433","3247039","26748303","50078","57283","12632507","64659","33568285","3574555","70192","17478635","7840709","7382050","281973","554470","111272102","260212","10216470","10045158","190299","5457778","58595","545944","7394419","4275730","1420695","155900790","16476","277416","8540164","9598555","5743085","381947","9718215","12128604","28371264","28677","2991727","6302926","142011","13782297","1164970000","33939039","452990","38332302","2520958","3321939","12838314","4575818","10783748","143912","810431","10319123","5171370","623197","69112","7427340","10914222","59989142","5552206","501334","1921153","1533091","925165","52011554","46005","786859","5041992","58849943","219621","1037446","1127152","4873500","80624598","16241548","26945","10399061","55300","101040","143173","9544055","6832195","1022904","744998","7205780","5344774","5800500","10369341","261057","907574049","188558416","59372016","18385673","3558430","70307","5123000","56797087","2434574","124425000","3866887","16439095","24655723","77901","21439991","43747962","2039030","1620633","4515400","4561106","2614338","3745407","1858507","2052626","4444820","29581","3700114","392175","372370","12623342","10115420","18526708","239136","9310572","367618","48015","2147527","1084441","84993164","102893","2975621","30794","2236494","608516","25400676","13816881","41237813","1461687","10129","20702133","15184166","179799","3531700","4427172","8907644","100182045","2018023","48128","4286401","1985227","122375179","16004","2554382","4136644","4277051","23047248","64543525","38363667","9952494","3585176","471293","22794284","148538197","7657208","169799","23808","125648","17281350","7974514","7646424","70763","4301566","3230698","31345","5305016","1996498","343916","6428141","41760755","4956969","39157685","17624457","40900","146420","29035","113222","21780059","419521","8668067","6875364","13156406","5656208","27580723","56939020","783705","4106219","99260","1285502","8802540","56302037","3926369","13014","9466","18801966","52150400","2116231","57580402","256514000","3153732","21449000","158577","20700461","69788747","105712","2163591","14433771","8074337","10641501"
"Population, total","1993","14003760","3227287","27354327","51174","59156","13038270","65834","34027240","3457349","72360","17634808","7905633","7494800","288164","573755","113418757","260995","10239050","10084475","194177","5706181","58910","520838","7544489","3942981","1462262","158440875","16855","284713","8472313","9840075","5555220","391749","10243550","12486773","28684764","30038","3089146","6448280","142291","13998386","1178440000","34614735","463318","39580844","2594168","3405372","13316448","4600463","10840934","144299","825986","10329855","5188628","611231","69169","7576074","11132829","61382200","5630987","520236","1981419","1494128","953451","53791672","45096","789198","5066447","59106166","223714","1065390","1168309","4911100","81156363","16643633","27118","10460415","55200","102173","145541","9790619","7046097","1056761","747189","7345940","5496841","5901000","10357523","263725","926351297","191737287","59755430","19295818","3576261","70710","5261000","56831821","2459062","124829000","4075759","16380672","25391830","79093","21773017","44194628","2073990","1653645","4516700","4685296","2563290","3818796","1885478","2132771","4544970","30012","3682613","397475","380712","13020100","10257233","19050077","245845","9506510","371308","48944","2237064","1097374","86648447","106030","2974817","31024","2270311","610170","25806777","14206254","41788302","1509834","10226","21267359","15290368","184496","3572200","4526689","9193078","102775465","1996893","47948","4311991","2071868","125546615","16380","2607499","4291588","4386202","23513882","66083321","38461408","9964675","3615497","486041","22763280","148458777","7904740","171362","24181","128182","17846461","8196551","7699307","72253","4295689","3313471","31823","5325305","1991746","354086","6620729","42525440","5018172","39361262","17825611","41447","148595","29247","113621","22163251","422375","8718561","6938265","13537060","5717806","28469017","57776082","795179","4078392","99492","1293974","8977173","57296008","4031698","13704","9517","19462958","52179200","2223284","57718614","259919000","3171747","21942000","162548","21172100","71176405","106578","2262676","14988047","8270917","10794918"
"Population, total","1994","15455555","3207536","27937006","52288","61037","13462031","67072","34488696","3373713","74710","17805468","7936118","7596550","293997","593254","115614891","261712","10226955","10115603","198416","5923394","59320","521260","7693722","3762330","1503544","160980472","17255","291935","8443591","10091256","5586408","401655","10636353","12848862","29000663","31418","3187844","6592998","142466","14210674","1191835000","35295461","473478","41511985","2669220","3489152","13802285","4652024","10887207","144630","844444","10333587","5206180","623477","69198","7723934","11347652","62775847","5693038","539992","2042500","1462514","953737","55620211","44131","790803","5088333","59327585","227682","1093611","1205882","4836076","81438348","17040854","27282","10512922","55500","103174","147843","10037522","7262112","1089617","749546","7486091","5652934","6035400","10343355","266021","945261958","194928533","59985749","20248073","3590386","71094","5399000","56843400","2484182","125178000","4278166","16145766","26133744","80264","22105225","44641540","2107947","1641106","4515100","4807950","2520742","3888144","1910642","2125198","4641296","30447","3657144","402925","388779","13436121","10131799","19588703","252201","9711797","374797","49840","2315191","1112846","88314424","108844","2967585","31253","2301510","611389","26201551","14912873","42337109","1558449","10274","21794751","15382838","189482","3620000","4625260","9493324","105456121","1982458","47780","4336613","2133675","129245139","16770","2661385","4451694","4495301","23983258","67650283","38542652","9991525","3649237","500683","22730211","148407912","6732665","173107","24535","130666","18367528","8416997","7734639","74205","4314953","3419048","31735","5346331","1989443","364505","6959828","43267982","5142863","39549108","18011744","42001","150561","29380","113944","22703631","426548","8780745","6993795","13922626","5803993","29598323","58610010","807115","4092612","99731","1301393","9143141","58310245","4133037","14402","9559","20125021","51921400","2329024","57865745","263126000","3189945","22377000","166560","21640833","72501087","107318","2366298","15553171","8474216","10858594"
"Population, total","1995","16418912","3187784","28478022","53401","62928","13912253","68398","34946110","3322782","77050","18004882","7948278","7684850","299554","612934","117793338","262303","10193831","10136811","203556","6046511","59746","527536","7841471","3750527","1543634","163515328","17674","299097","8406067","10353263","5932783","411382","10919528","13211647","29302311","32802","3276706","6888856","142559","14416796","1204855000","35970101","483760","43285791","2742309","3572856","14299727","4620030","10926703","145139","862418","10327253","5233373","629619","69201","7869753","11561683","64166908","5748195","560740","2157220","1436634","953573","57476536","43805","792246","5107790","59543659","231446","1121964","1242155","4657722","81678051","17438874","27412","10562153","55800","104060","150094","10286786","7468347","1117222","751689","7627316","5812832","6156100","10328965","267468","964279129","198140162","60794809","20948858","3608841","71454","5545000","56844303","2509372","125472000","4458195","15816243","26878347","81481","22385536","45092991","2141405","1655222","4560400","4927432","2485056","3959640","1934079","2142422","4733063","30890","3629102","408625","396641","13869138","10112816","20136888","258208","9921094","377419","50702","2380341","1122457","89969572","110328","2953200","31482","2330334","611712","26599048","15594830","42880186","1605370","10316","22305571","15459006","193816","3673400","4721929","9813918","108187610","1983964","48717","4359184","2172672","133117476","17209","2716067","4616439","4603917","24449055","69250468","38594998","10026176","3683103","515133","22684270","148375787","5686897","174902","24886","133077","18888857","8632681","7625357","75304","4324149","3524506","31596","5361999","1989872","375189","7210930","43986084","5302042","39724050","18177572","42550","152348","29435","114174","23290602","434490","8826939","7040687","14313450","5916173","30560071","59424834","819226","4279566","99977","1307822","9294102","59305490","4226623","15101","9585","20680831","51512800","2433988","58019030","266278000","3208300","22785000","170612","22107286","73759110","107818","2474666","16103339","8684135","10994041"
"Population, total","1996","17106595","3168033","28984634","54500","64147","14383350","69798","35389362","3298898","79417","18224767","7959017","7763000","304933","632756","119876868","262793","10159569","10156637","209840","6203860","60129","537494","7989367","3907751","1582169","166037122","18120","306196","8362826","10621210","5930507","421007","11182612","13575324","29610218","34194","3363570","7200291","142898","14615483","1217550000","36632573","494288","44118709","2816595","3656234","14810946","4557097","10963031","146306","880058","10315241","5263074","644649","69166","8012314","11775221","65565195","5797140","582573","2264073","1415594","973587","59347649","44138","796538","5124573","59756533","235189","1150601","1279070","4491699","81914831","17844010","27491","10608800","55900","104846","152261","10536942","7683115","1140604","753571","7770593","5976550","6435500","10311238","268916","983281218","201373791","61598378","21639332","3637510","71981","5692000","56860281","2532894","125757000","4608676","15578227","27615736","82832","22614347","45524681","2173716","1703318","4628400","5043914","2457222","4034243","1955098","2203966","4820066","31337","3601613","414225","404297","14317454","10310528","20689051","263841","10131906","379905","51538","2428816","1133996","91586555","110785","2947293","31719","2357033","611003","26999093","16079553","43423369","1650066","10345","22783969","15530498","197564","3732000","4812391","10149937","110956183","1994226","53367","4381336","2209958","137234810","17732","2771606","4785895","4711655","24907304","70944969","38624370","10063945","3724655","529265","22619004","148160129","6715510","176713","25235","135412","19410280","8843423","7617794","76417","4347370","3670704","31410","5373361","1988628","386069","7472450","44661603","5434894","39889852","18322506","43097","153969","29407","114290","23862258","443834","8840998","7071850","14708879","6035600","31140733","60211096","831269","4445883","100195","1313434","9430550","60293786","4301093","15806","9611","21249572","51057800","2572735","58166950","269394000","3226633","23225000","174714","22572110","74946448","108095","2587997","16614326","8902019","11178171"
"Population, total","1997","17788819","3148281","29476031","55578","64682","14871146","71218","35815971","3271418","81858","18423037","7968041","7838250","310171","652643","122039226","263224","10117433","10181245","217117","6387026","60497","546865","8137619","4047748","1619354","168546707","18591","313215","8312068","10897353","5923862","430654","11431569","13941181","29905948","35579","3458472","7450874","143549","14809289","1230075000","37291946","505033","44822198","2875037","3739421","15335453","4534920","10998129","146956","897471","10304131","5284991","667786","69081","8150076","11987838","66993728","5842638","605570","2291561","1399535","990734","61233480","44495","804572","5139835","59969944","239036","1179806","1317002","4349913","82034771","18268040","27564","10661259","56000","105549","154330","10788362","7842806","1162443","755211","7915172","6144112","6489300","10290486","271128","1002335230","204628007","62480533","22330770","3674171","72793","5836000","56890372","2554954","126057000","4733665","15334405","28364264","84308","22827373","45953580","2204865","1761468","4696400","5150538","2432851","4107551","1972579","2383300","4902346","31770","3575137","419450","411700","14778903","10512678","21249178","269040","10359301","382791","52358","2484278","1148284","93183094","111133","2936413","31968","2381771","609520","27397118","16521724","43972046","1693242","10363","23249417","15610650","201418","3781300","4895962","10494201","113791181","1996869","60817","4405157","2245588","141330267","18297","2827992","4960439","4818289","25365386","72718837","38649660","10108977","3759430","550591","22553978","147915361","7666732","178543","25596","137656","19938377","9051539","7596501","77319","4405028","3796038","31195","5383291","1985956","397050","7734313","45285048","5589410","40057389","18449123","43656","155454","29299","114276","24454372","452887","8846062","7088906","15103996","6117069","31785846","60989108","843341","4592550","100658","1318171","9557948","61277426","4363672","16515","9630","21876935","50594600","2746119","58316954","272657000","3245069","23667000","178871","23037561","76058603","108357","2706518","17108681","9133156","11362401"
"Population, total","1998","18493132","3128530","29924668","56603","65186","15366864","72572","36233195","3240550","84355","18607584","7976789","7913000","315398","672484","124350471","263642","10071963","10203008","224907","6584183","60943","557143","8286928","4115059","1655699","171039804","19079","320152","8256786","11201063","6035340","440214","11669077","14314599","30155173","36947","3555064","7709115","144211","14996742","1241935000","37944414","515959","45895524","2937166","3821421","15858990","4532135","11033758","144472","914660","10294373","5304219","694920","68938","8282126","12199693","68446011","5885083","629734","2322753","1386156","1005158","63136493","44865","813947","5153498","60192790","242882","1209832","1356189","4243607","82047195","18714708","27636","10720509","56100","106200","156357","11046215","7992545","1184071","756697","8060896","6308537","6543700","10266570","274047","1021434576","207855486","63461421","23053488","3712696","73727","5971000","56906744","2576567","126400000","4844403","15071640","29137373","85805","23023636","46286503","2090490","1819544","4769000","5246922","2410019","4178784","1985639","2639224","4980962","32190","3549331","424700","418776","15250934","10732456","21810542","273796","10620475","385287","53164","2550501","1160421","94767284","111406","2935227","32209","2405148","607662","27791825","16923195","44516185","1735953","10377","23703328","15707209","205279","3815000","4974552","10854920","116690527","2007523","68501","4431464","2279727","145476106","18852","2885177","5138829","4923449","25818226","74491918","38663481","10160196","3781101","580997","22507344","147670784","7914645","180385","25997","139790","20472580","9261526","7567745","78846","4449975","3927213","31240","5390516","1981629","408145","8056862","45852166","5699436","40223509","18560798","44230","156855","29102","114165","25029144","461749","8850974","7110001","15500542","6156805","32626498","61745217","855409","4728297","101343","1322572","9677148","62242204","4431517","17239","9634","22537658","50144500","2921130","58487141","275854000","3262683","24051000","183088","23503819","77128424","108537","2776568","17608133","9372430","11548364"
"Population, total","1999","19262847","3108778","30346083","57594","65655","15870753","73821","36653031","3206030","86867","18812264","7992324","7982750","320272","692133","126754824","264170","10026738","10226419","232733","6788589","61285","570990","8439052","4153014","1691558","173486281","19586","327045","8210624","11533554","6180180","449627","11899006","14698973","30401286","38295","3655360","7981889","144811","15176410","1252735000","38585033","526443","47227238","3016659","3901430","16345894","4512597","11070094","139428","931600","10283860","5321799","719371","68698","8411374","12412046","69907887","5923852","655029","2356477","1390244","1018370","65077579","45203","823422","5165474","60504420","246821","1240764","1396499","4157192","82100243","19176791","27695","10761698","56100","106823","158395","11311078","8174897","1206474","758014","8208941","6477365","6606500","10237530","277381","1040500054","210996910","64474745","23820734","3754786","74668","6125000","56916317","2596271","126631000","4950775","14928374","29965129","87289","23204498","46616677","1888579","1877427","4840400","5340056","2390482","4250020","1994243","2789743","5057998","32615","3524238","430475","425518","15730885","10973956","22368655","278111","10916993","387578","53834","2620611","1175267","96334810","111539","2930622","32394","2428488","606001","28176997","17337893","45041636","1778277","10383","24143157","15812088","209214","3835100","5049878","11231469","119695565","2017142","76237","4461913","2312600","149694462","19380","2943120","5321388","5026031","26252239","76249064","38660271","10217828","3800081","613302","22472040","147214776","8009587","182211","26404","141808","21009660","9478564","7540401","80410","4475145","3958723","31084","5396020","1983045","419229","8384479","46364681","5850145","40386875","18670411","44825","158256","29099","113995","25634162","470458","8857874","7143991","15901201","6189565","33499772","62442651","866649","4867941","101982","1327063","9788067","63185615","4501079","17984","9640","23279247","49674000","3097563","58682466","279040000","3278963","24311650","187432","23966960","78123713","108599","2848431","18114552","9621238","11716454"
